% This text file includes data for each subsurface RAFOS
% float used in Collins et al., 2017.  The file contains six
% columns of ascii data at a temporal resolution of 12
% hours.  The first column is float number, the second is
% time, the third is longitude (degrees), the fourth is
% latitude (degrees), the fifth is pressure (decibars)
% and the sixth is temperature (T90).  Time is serial
% date number where a serial date number of 1 corresponds
% to Jan-1-0000.  Time is referenced to coordinated universal
% time (UTC).NaN is used when data is not available.  For
% some floats, the pressure and temperature data are erratic
% (a discussion of this issue can be found in Bower, 1994). 
% Data are smoothed as described in the Methods section
% of Collins et al., 2018.
%
% References: 
%
% Bower, A.S., 1994.  Pressure transducer tests-1986.  
% RAFOS Float Technology Workshop Proc., Woods Hole,
% MA, Woods Hole Oceanogr. Inst., 98-107.
%
% Collins, C.A., et al., 2018.  Lagrangian Observations of 
% the Along-slope Path of the California Undercurrent,
% Deep-Sea Res. II, submitted.
%
% C. A. Collins, 15 January, 2018 Email: collins@nps.edu
%
%fltno  time    lon       lat   pressure temperature
  28 728550.0  -123.597   37.737  360.0   7.03
  28 728550.5  -123.619   37.783  357.9   7.09
  28 728551.0  -123.644   37.834  357.5   7.04
  28 728551.5  -123.669   37.891  363.0   6.99
  28 728552.0  -123.687   37.954  368.8   6.94
  28 728552.5  -123.693   38.020  367.8   7.03
  28 728553.0  -123.693   38.084  368.0   6.99
  28 728553.5  -123.694   38.141  374.2   7.08
  28 728554.0  -123.706   38.194  376.4   7.22
  28 728554.5  -123.727   38.247  366.9   7.06
  28 728555.0  -123.756   38.303  360.1   7.07
  28 728555.5  -123.794   38.360  376.2   7.25
  28 728556.0  -123.839   38.418  371.9   7.04
  28 728556.5  -123.888   38.478  368.5   7.05
  28 728557.0  -123.938   38.542  365.9   7.04
  28 728557.5  -123.988   38.609  371.7   7.12
  28 728558.0  -124.036   38.679  366.9   7.05
  28 728558.5  -124.077   38.750  369.2   7.05
  28 728559.0  -124.106   38.821  359.2   6.98
  28 728559.5  -124.124   38.886  357.8   7.03
  28 728560.0  -124.129   38.935  373.3   7.20
  28 728560.5  -124.127   38.959  354.4   7.00
  28 728561.0  -124.126   38.958  360.6   7.02
  28 728561.5  -124.130   38.946  364.2   7.03
  28 728562.0  -124.141   38.940  355.4   6.98
  28 728562.5  -124.153   38.943  363.3   6.98
  28 728563.0  -124.166   38.951  359.7   6.85
  28 728563.5  -124.182   38.965  354.5   6.70
  28 728564.0  -124.201   38.988  358.1   6.77
  28 728564.5  -124.221   39.024  362.7   6.72
  28 728565.0  -124.239   39.072  349.8   7.11
  28 728565.5  -124.252   39.125  360.4   6.99
  28 728566.0  -124.263   39.175  362.6   6.94
  28 728566.5  -124.274   39.216  360.4   7.04
  28 728567.0  -124.286   39.252  361.8   6.99
  28 728567.5  -124.299   39.290  355.7   6.95
  28 728568.0  -124.310   39.331  354.0   6.83
  28 728568.5  -124.318   39.377  348.4   6.82
  28 728569.0  -124.326   39.426  350.3   6.83
  28 728569.5  -124.338   39.476  348.8   6.83
  28 728570.0  -124.354   39.529  350.5   6.78
  28 728570.5  -124.375   39.582  352.9   6.84
  28 728571.0  -124.400   39.632  355.9   6.83
  28 728571.5  -124.428   39.678  349.1   6.80
  28 728572.0  -124.458   39.719  351.3   6.83
  28 728572.5  -124.489   39.755  351.5   6.78
  28 728573.0  -124.524   39.788  354.0   6.79
  28 728573.5  -124.564   39.819  347.0   6.75
  28 728574.0  -124.609   39.848  357.9   6.68
  28 728574.5  -124.659   39.876  369.5   6.72
  28 728575.0  -124.711   39.906  375.7   6.70
  28 728575.5  -124.764   39.940  376.2   6.70
  28 728576.0  -124.815   39.974  373.9   6.72
  28 728576.5  -124.865   40.004  358.0   6.64
  28 728577.0  -124.915   40.033  357.5   6.62
  28 728577.5  -124.963   40.066  356.2   6.62
  28 728578.0  -125.006   40.108  355.1   6.61
  28 728578.5  -125.042   40.154  348.5   6.63
  28 728579.0  -125.073   40.197  330.1   6.53
  28 728579.5  -125.098   40.231  334.1   6.52
  28 728580.0  -125.123   40.256  334.9   6.52
  28 728580.5  -125.152   40.272  332.1   6.52
  28 728581.0  -125.186   40.284  332.9   6.59
  28 728581.5  -125.223   40.294  342.6   6.67
  28 728582.0  -125.264   40.308  340.6   6.67
  28 728582.5  -125.310   40.328  342.5   6.69
  28 728583.0  -125.358   40.355  339.3   6.64
  28 728583.5  -125.407   40.388  339.6   6.68
  28 728584.0  -125.453   40.423  344.3   6.69
  28 728584.5  -125.497   40.459  347.1   6.80
  28 728585.0  -125.537   40.492  362.8   6.85
  28 728585.5  -125.576   40.523  361.0   6.83
  28 728586.0  -125.612   40.556  358.3   6.73
  28 728586.5  -125.641   40.595  346.9   6.67
  28 728587.0  -125.663   40.644  352.7   6.68
  28 728587.5  -125.682   40.699  353.7   6.68
  28 728588.0  -125.697   40.758  352.9   6.69
  28 728588.5  -125.706   40.821  356.5   6.68
  28 728589.0  -125.708   40.892  358.2   6.72
  28 728589.5  -125.702   40.968  360.9   6.72
  28 728590.0  -125.681   41.047  362.4   6.69
  28 728590.5  -125.639   41.122  353.9   6.60
  28 728591.0  -125.577   41.189  354.2   6.68
  28 728591.5  -125.504   41.242  358.9   6.71
  28 728592.0  -125.427   41.283  363.5   6.74
  28 728592.5  -125.349   41.310  367.0   6.80
  28 728593.0  -125.274   41.321  369.5   6.77
  28 728593.5  -125.208   41.315  368.4   6.83
  28 728594.0  -125.158   41.294  371.6   6.83
  28 728594.5  -125.128   41.261  367.5   6.83
  28 728595.0  -125.119   41.217  363.0   6.83
  28 728595.5  -125.131   41.168  357.5   6.77
  28 728596.0  -125.159   41.121  352.6   6.72
  28 728596.5  -125.201   41.082  364.0   6.75
  28 728597.0  -125.253   41.052  362.1   6.75
  28 728597.5  -125.312   41.032  360.4   6.76
  28 728598.0  -125.371   41.024  363.9   6.81
  28 728598.5  -125.426   41.031  367.5   6.83
  28 728599.0  -125.478   41.049  364.0   6.75
  28 728599.5  -125.534   41.075  359.2   6.75
  28 728600.0  -125.593   41.107  368.2   6.82
  28 728600.5  -125.648   41.146  362.0   6.73
  28 728601.0  -125.689   41.195  356.4   6.64
  28 728601.5  -125.717   41.253  361.6   6.75
  28 728602.0  -125.729   41.319  367.1   6.74
  28 728602.5  -125.724   41.391  362.8   6.69
  28 728603.0  -125.698   41.466  357.0   6.69
  28 728603.5  -125.654   41.536  364.7   6.74
  28 728604.0  -125.592   41.594  370.7   6.77
  28 728604.5  -125.512   41.639  373.6   6.80
  28 728605.0  -125.423   41.675  375.3   6.83
  28 728605.5  -125.337   41.700  369.9   6.77
  28 728606.0  -125.266   41.710  378.9   6.82
  28 728606.5  -125.213   41.705  374.1   6.78
  28 728607.0  -125.179   41.687  359.8   6.72
  28 728607.5  -125.168   41.664  369.0   6.78
  28 728608.0  -125.176   41.636  376.1   6.74
  28 728608.5  -125.198   41.604  375.7   6.75
  28 728609.0  -125.231   41.569  374.9   6.76
  28 728609.5  -125.278   41.533  369.2   6.72
  28 728610.0  -125.337   41.496  365.7   6.72
  28 728610.5  -125.405   41.462  362.1   6.72
  28 728611.0  -125.479   41.438  359.4   6.72
  28 728611.5  -125.555   41.428  356.9   6.64
  28 728612.0  -125.633   41.434  354.1   6.53
  28 728612.5  -125.711   41.455  350.0   6.52
  28 728613.0  -125.789   41.490  349.3   6.52
  28 728613.5  -125.865   41.533  346.1   6.52
  28 728614.0  -125.934   41.584  355.5   6.52
  28 728614.5  -125.991   41.641  358.0   6.52
  28 728615.0  -126.034   41.701  348.2   6.52
  28 728615.5  -126.060   41.758  360.3   6.62
  28 728616.0  -126.067   41.813  355.4   6.53
  28 728616.5  -126.058   41.867  362.8   6.52
  28 728617.0  -126.038   41.919  375.0   6.67
  28 728617.5  -126.009   41.964  363.0   6.62
  28 728618.0  -125.973   42.000  364.6   6.67
  28 728618.5  -125.929   42.029  365.9   6.67
  28 728619.0  -125.872   42.050  367.6   6.66
  28 728619.5  -125.804   42.061  373.9   6.72
  28 728620.0  -125.736   42.060  360.9   6.63
  28 728620.5  -125.676   42.048  374.8   6.72
  28 728621.0  -125.628   42.026  372.9   6.73
  28 728621.5  -125.592   41.995  370.1   6.72
  28 728622.0  -125.571   41.957  373.6   6.77
  28 728622.5  -125.567   41.915  375.9   6.80
  28 728623.0  -125.584   41.874  365.6   6.68
  28 728623.5  -125.619   41.837  368.3   6.68
  28 728624.0  -125.669   41.805  368.8   6.65
  28 728624.5  -125.733   41.780  377.6   6.69
  28 728625.0  -125.806   41.762  376.9   6.71
  28 728625.5  -125.882   41.753  374.4   6.53
  28 728626.0  -125.957   41.755  366.8   6.64
  28 728626.5  -126.030   41.766  361.1   6.63
  28 728627.0  -126.101   41.784  363.6   6.66
  28 728627.5  -126.168   41.805  365.4   6.63
  28 728628.0  -126.229   41.829  367.3   6.65
  28 728628.5  -126.282   41.855  366.1   6.63
  28 728629.0  -126.328   41.885  365.0   6.58
  28 728629.5  -126.367   41.916  365.2   6.62
  28 728630.0  -126.398   41.947  370.2   6.62
  28 728630.5  -126.421   41.982  362.7   6.53
  28 728631.0  -126.436   42.019  361.9   6.43
  28 728631.5  -126.447   42.054  360.6   6.52
  28 728632.0  -126.454   42.084  366.2   6.52
  28 728632.5  -126.457   42.112  374.4   6.53
  28 728633.0  -126.453   42.139  370.5   6.52
  28 728633.5  -126.440   42.162  373.6   6.59
  28 728634.0  -126.415   42.182  369.4   6.52
  28 728634.5  -126.383   42.194  373.7   6.53
  28 728635.0  -126.345   42.196  370.7   6.52
  28 728635.5  -126.306   42.188  377.7   6.58
  28 728636.0  -126.269   42.171  371.4   6.52
  28 728636.5  -126.237   42.143  382.9   6.52
  28 728637.0  -126.207   42.109  376.5   6.52
  30 728432.5  -122.960   36.472  293.9   7.77
  30 728433.0  -122.975   36.435  292.4   7.77
  30 728433.5  -122.987   36.417  287.4   7.73
  30 728434.0  -122.997   36.422  289.4   7.74
  30 728434.5  -123.006   36.441  287.4   7.66
  30 728435.0  -123.016   36.465  293.0   7.72
  30 728435.5  -123.030   36.491  297.6   7.62
  30 728436.0  -123.047   36.517  292.5   7.71
  30 728436.5  -123.066   36.544  293.1   7.69
  30 728437.0  -123.087   36.572  290.2   7.66
  30 728437.5  -123.110   36.600  288.5   7.70
  30 728438.0  -123.137   36.632  290.9   7.67
  30 728438.5  -123.167   36.669  292.5   7.68
  30 728439.0  -123.202   36.707  289.5   7.70
  30 728439.5  -123.241   36.748  288.7   7.66
  30 728440.0  -123.281   36.794  290.7   7.65
  30 728440.5  -123.322   36.846  285.9   7.67
  30 728441.0  -123.364   36.901  288.8   7.69
  30 728441.5  -123.409   36.955  286.3   7.72
  30 728442.0  -123.459   37.003  291.2   7.66
  30 728442.5  -123.516   37.047  285.3   7.54
  30 728443.0  -123.577   37.086  290.6   7.59
  30 728443.5  -123.640   37.123  287.7   7.58
  30 728444.0  -123.703   37.153  293.8   7.70
  30 728444.5  -123.765   37.176  294.2   7.70
  30 728445.0  -123.827   37.194  291.8   7.61
  30 728445.5  -123.884   37.212  287.7   7.62
  30 728446.0  -123.938   37.230  291.5   7.55
  30 728446.5  -123.987   37.248  286.0   7.57
  30 728447.0  -124.033   37.264  291.2   7.54
  30 728447.5  -124.074   37.276  295.6   7.48
  30 728448.0  -124.110   37.287  291.4   7.62
  30 728448.5  -124.139   37.296  285.1   7.50
  30 728449.0  -124.161   37.306  291.3   7.50
  30 728449.5  -124.180   37.319  292.0   7.62
  30 728450.0  -124.198   37.332  291.6   7.47
  30 728450.5  -124.216   37.345  287.2   7.46
  30 728451.0  -124.233   37.358  283.2   7.47
  30 728451.5  -124.247   37.373  281.7   7.38
  30 728452.0  -124.260   37.390  279.0   7.44
  30 728452.5  -124.273   37.406  289.5   7.48
  30 728453.0  -124.286   37.418  285.0   7.45
  30 728453.5  -124.296   37.426  281.8   7.46
  30 728454.0  -124.302   37.435  285.8   7.41
  30 728454.5  -124.307   37.444  284.8   7.38
  30 728455.0  -124.311   37.454  281.3   7.33
  33 728518.5  -123.179   37.583    0.0    NaN
  33 728519.0  -123.180   37.574    0.0    NaN
  33 728519.5  -123.181   37.566  657.0   5.22
  33 728520.0  -123.182   37.558  660.8   5.24
  33 728520.5  -123.183   37.549  659.9   5.25
  33 728521.0  -123.184   37.541  658.8   5.27
  33 728521.5  -123.186   37.533  656.0   5.25
  33 728522.0  -123.188   37.525  653.1   5.24
  33 728522.5  -123.189   37.516  656.4   5.27
  33 728523.0  -123.191   37.508  660.2   5.30
  33 728523.5  -123.192   37.500  660.0   5.31
  33 728524.0  -123.194   37.492  659.6   5.32
  33 728524.5  -123.195   37.484  660.4   5.34
  33 728525.0  -123.197   37.477  661.2   5.36
  33 728525.5  -123.199   37.470  665.0   5.34
  33 728526.0  -123.203   37.462  668.9   5.33
  33 728526.5  -123.208   37.452  668.0   5.33
  33 728527.0  -123.212   37.441  666.9   5.33
  33 728527.5  -123.214   37.429  666.4   5.33
  33 728528.0  -123.215   37.418  666.0   5.34
  33 728528.5  -123.217   37.407  663.8   5.33
  33 728529.0  -123.220   37.397  661.4   5.32
  33 728529.5  -123.222   37.388  663.4   5.31
  33 728530.0  -123.221   37.378  665.6   5.31
  33 728530.5  -123.218   37.367  664.7   5.29
  33 728531.0  -123.215   37.353  663.6   5.27
  33 728531.5  -123.214   37.340  662.0   5.28
  33 728532.0  -123.217   37.328  660.5   5.30
  33 728532.5  -123.221   37.320  657.5   5.27
  33 728533.0  -123.227   37.313  654.5   5.24
  33 728533.5  -123.233   37.307  655.3   5.25
  33 728534.0  -123.237   37.302  656.4   5.26
  33 728534.5  -123.240   37.299  660.0   5.30
  33 728535.0  -123.244   37.296  663.8   5.33
  33 728535.5  -123.251   37.292  664.1   5.32
  33 728536.0  -123.259   37.284  664.3   5.32
  33 728536.5  -123.267   37.270  663.0   5.31
  33 728537.0  -123.278   37.253  661.6   5.30
  33 728537.5  -123.293   37.237  663.2   5.31
  33 728538.0  -123.312   37.224  665.1   5.32
  33 728538.5  -123.332   37.214  665.2   5.32
  33 728539.0  -123.352   37.206  665.2   5.32
  33 728539.5  -123.374   37.198  665.8   5.32
  33 728540.0  -123.396   37.191  666.5   5.32
  33 728540.5  -123.419   37.182  665.2   5.29
  33 728541.0  -123.447   37.171  663.9   5.27
  33 728541.5  -123.481   37.154  663.8   5.26
  33 728542.0  -123.516   37.136  663.8   5.26
  33 728542.5  -123.545   37.120  660.5   5.25
  33 728543.0  -123.567   37.107  657.0   5.24
  33 728543.5  -123.586   37.098  655.2   5.25
  33 728544.0  -123.604   37.090  653.6   5.26
  33 728544.5  -123.620   37.080  654.1   5.26
  33 728545.0  -123.635   37.066  654.8   5.26
  33 728545.5  -123.650   37.044  655.5   5.25
  33 728546.0  -123.667   37.016  656.2   5.24
  33 728546.5  -123.686   36.988  656.6   5.24
  33 728547.0  -123.706   36.959  657.1   5.24
  33 728547.5  -123.725   36.928  654.1   5.23
  33 728548.0  -123.743   36.895  650.9   5.21
  33 728548.5  -123.759   36.860  645.6   5.18
  33 728549.0  -123.775   36.826  640.1   5.15
  33 728549.5  -123.791   36.796  644.8   5.14
  33 728550.0  -123.805   36.770  650.1   5.14
  33 728550.5  -123.816   36.751  647.0   5.12
  33 728551.0  -123.821   36.735  643.4   5.11
  33 728551.5  -123.820   36.719  643.8   5.12
  33 728552.0  -123.816   36.699  644.5   5.13
  33 728552.5  -123.811   36.678  645.7   5.12
  33 728553.0  -123.805   36.660  647.0   5.12
  33 728553.5  -123.797   36.645  647.2   5.11
  33 728554.0  -123.786   36.633  647.3   5.10
  33 728554.5  -123.773   36.622  646.8   5.12
  33 728555.0  -123.755   36.611  646.2   5.13
  33 728555.5  -123.730   36.602  646.1   5.14
  33 728556.0  -123.698   36.597  645.9   5.15
  33 728556.5  -123.665   36.594  646.3   5.17
  33 728557.0  -123.633   36.594  646.8   5.18
  33 728557.5  -123.604   36.593  644.7   5.15
  33 728558.0  -123.575   36.591  642.4   5.11
  33 728558.5  -123.542   36.592  644.1   5.16
  33 728559.0  -123.503   36.596  646.1   5.21
  33 728559.5  -123.463   36.604  643.7   5.14
  33 728560.0  -123.423   36.613  641.1   5.06
  33 728560.5  -123.384   36.623  639.7   5.06
  33 728561.0  -123.347   36.633  638.5   5.07
  33 728561.5  -123.312   36.643  642.6   5.10
  33 728562.0  -123.282   36.652  647.0   5.14
  33 728562.5  -123.256   36.660  643.8   5.10
  33 728563.0  -123.234   36.669  640.0   5.06
  33 728563.5  -123.214   36.678  639.3   5.06
  33 728564.0  -123.193   36.688  638.7   5.06
  33 728564.5  -123.172   36.699  641.3   5.10
  33 728565.0  -123.151   36.710  644.1   5.13
  33 728565.5  -123.133   36.721  642.3   5.11
  33 728566.0  -123.119   36.732  640.2   5.08
  33 728566.5  -123.107   36.743  643.0   5.09
  33 728567.0  -123.098   36.756  646.0   5.10
  33 728567.5  -123.091   36.770  647.0   5.10
  33 728568.0  -123.086   36.785  647.8   5.11
  33 728568.5  -123.082   36.802  647.5   5.11
  33 728569.0  -123.079   36.821  647.1   5.12
  33 728569.5  -123.077   36.843  646.7   5.12
  33 728570.0  -123.078   36.867  646.2   5.12
  33 728570.5  -123.085   36.889  644.8   5.12
  33 728571.0  -123.097   36.910  643.3   5.12
  33 728571.5  -123.110   36.930  643.4   5.12
  33 728572.0  -123.124   36.952  643.7   5.12
  33 728572.5  -123.137   36.977  644.2   5.13
  33 728573.0  -123.148   37.003  644.8   5.15
  33 728573.5  -123.159   37.027  646.0   5.15
  33 728574.0  -123.170   37.049  647.2   5.16
  33 728574.5  -123.181   37.071  649.3   5.17
  33 728575.0  -123.193   37.092  651.4   5.19
  33 728575.5  -123.208   37.116  648.9   5.16
  33 728576.0  -123.229   37.141  646.1   5.13
  33 728576.5  -123.255   37.166  646.6   5.10
  33 728577.0  -123.287   37.192  647.3   5.08
  33 728577.5  -123.321   37.222  646.0   5.10
  33 728578.0  -123.355   37.255  644.6   5.12
  33 728578.5  -123.385   37.291  643.9   5.12
  33 728579.0  -123.416   37.324  643.2   5.12
  33 728579.5  -123.447   37.353  646.1   5.13
  33 728580.0  -123.482   37.380  649.1   5.15
  33 728580.5  -123.517   37.409  648.0   5.16
  33 728581.0  -123.549   37.443  646.6   5.17
  33 728581.5  -123.575   37.484  645.6   5.15
  33 728582.0  -123.593   37.527  644.6   5.12
  33 728582.5  -123.602   37.572  645.7   5.11
  33 728583.0  -123.599   37.615  647.0   5.11
  33 728583.5  -123.586   37.658  648.9   5.08
  33 728584.0  -123.564   37.700  650.9   5.05
  33 728584.5  -123.538   37.739  650.2   5.06
  33 728585.0  -123.515   37.774  649.4   5.07
  33 728585.5  -123.500   37.805  650.9   5.11
  33 728586.0  -123.495   37.832  652.5   5.15
  33 728586.5  -123.497   37.854  651.8   5.16
  33 728587.0  -123.503   37.869  651.0   5.16
  33 728587.5  -123.507   37.873  654.6   5.20
  33 728588.0  -123.508   37.868  658.5   5.23
  33 728588.5  -123.509   37.855  656.5   5.22
  33 728589.0  -123.514   37.841  654.1   5.21
  33 728589.5  -123.525   37.829  651.3   5.19
  33 728590.0  -123.543   37.824  648.4   5.17
  33 728590.5  -123.570   37.827  650.5   5.16
  33 728591.0  -123.603   37.836  653.0   5.16
  33 728591.5  -123.640   37.848  654.6   5.16
  33 728592.0  -123.675   37.862  656.1   5.17
  33 728592.5  -123.706   37.879  653.6   5.18
  33 728593.0  -123.731   37.900  650.9   5.19
  33 728593.5  -123.752   37.923  650.8   5.18
  33 728594.0  -123.770   37.947  651.0   5.18
  33 728594.5  -123.785   37.968  652.6   5.18
  33 728595.0  -123.797   37.987  654.2   5.19
  33 728595.5  -123.806   38.005  655.0   5.21
  33 728596.0  -123.812   38.023  655.7   5.24
  33 728596.5  -123.816   38.041  652.8   5.22
  33 728597.0  -123.821   38.060  649.8   5.20
  33 728597.5  -123.827   38.077  650.0   5.19
  33 728598.0  -123.835   38.090  650.4   5.19
  33 728598.5  -123.844   38.103  650.8   5.18
  33 728599.0  -123.855   38.116  651.2   5.18
  33 728599.5  -123.866   38.134  650.5   5.20
  33 728600.0  -123.875   38.156  649.8   5.23
  33 728600.5  -123.881   38.180  653.1   5.20
  33 728601.0  -123.885   38.201  656.6   5.16
  33 728601.5  -123.886   38.220  653.3   5.15
  33 728602.0  -123.886   38.233  649.5   5.13
  33 728602.5  -123.885   38.242  649.2   5.14
  33 728603.0  -123.884   38.247  649.0   5.15
  33 728603.5  -123.884   38.250  651.0   5.18
  33 728604.0  -123.887   38.251  653.1   5.22
  33 728604.5  -123.896   38.251  649.8   5.19
  33 728605.0  -123.909   38.250  646.1   5.16
  33 728605.5  -123.925   38.247  648.0   5.15
  33 728606.0  -123.941   38.243  650.3   5.15
  33 728606.5  -123.954   38.242  647.0   5.10
  33 728607.0  -123.962   38.243  643.4   5.04
  33 728607.5  -123.967   38.245  645.5   5.08
  33 728608.0  -123.970   38.246  648.0   5.11
  33 728608.5  -123.974   38.248  646.6   5.11
  33 728609.0  -123.980   38.250  644.9   5.10
  33 728609.5  -123.987   38.256  645.9   5.12
  33 728610.0  -123.991   38.267  647.0   5.13
  33 728610.5  -123.993   38.280  644.3   5.10
  33 728611.0  -123.993   38.293  641.4   5.07
  33 728611.5  -123.996   38.305  646.2   5.12
  33 728612.0  -124.001   38.314  651.5   5.17
  33 728612.5  -124.009   38.323  651.9   5.16
  33 728613.0  -124.018   38.331  652.1   5.15
  33 728613.5  -124.029   38.339  650.1   5.12
  33 728614.0  -124.042   38.348  648.0   5.10
  33 728614.5  -124.058   38.361  647.4   5.12
  33 728615.0  -124.074   38.374  646.8   5.14
  33 728615.5  -124.088   38.389  646.0   5.12
  33 728616.0  -124.100   38.403  645.2   5.10
  33 728616.5  -124.112   38.417  645.4   5.08
  33 728617.0  -124.124   38.428  645.7   5.06
  33 728617.5  -124.135   38.434  644.4   5.05
  33 728618.0  -124.145   38.438  643.0   5.05
  33 728618.5  -124.156   38.444  642.2   5.03
  33 728619.0  -124.168   38.453  641.5   5.02
  33 728619.5  -124.180   38.467  644.4   5.03
  33 728620.0  -124.192   38.485  647.4   5.05
  33 728620.5  -124.203   38.504  643.9   5.05
  33 728621.0  -124.216   38.522  640.0   5.05
  33 728621.5  -124.229   38.539  640.2   5.06
  33 728622.0  -124.242   38.556  640.6   5.06
  33 728622.5  -124.253   38.576  645.7   5.09
  33 728623.0  -124.262   38.602  651.2   5.11
  33 728623.5  -124.270   38.631  649.3   5.09
  33 728624.0  -124.276   38.661  646.9   5.07
  33 728624.5  -124.281   38.689  645.2   5.11
  33 728625.0  -124.286   38.714  643.5   5.15
  33 728625.5  -124.294   38.738  643.3   5.17
  33 728626.0  -124.305   38.765  643.2   5.19
  33 728626.5  -124.314   38.796  644.0   5.15
  33 728627.0  -124.318   38.826  644.8   5.11
  33 728627.5  -124.322   38.852  647.6   5.16
  33 728628.0  -124.330   38.873  650.5   5.21
  33 728628.5  -124.346   38.895  649.2   5.20
  33 728629.0  -124.368   38.923  647.7   5.18
  33 728629.5  -124.390   38.956  650.6   5.19
  33 728630.0  -124.409   38.993  653.8   5.19
  33 728630.5  -124.424   39.029  651.8   5.18
  33 728631.0  -124.437   39.062  649.4   5.17
  33 728631.5  -124.449   39.093  653.2   5.20
  33 728632.0  -124.460   39.122  657.4   5.24
  33 728632.5  -124.471   39.151  658.8   5.24
  33 728633.0  -124.482   39.181  660.0   5.24
  33 728633.5  -124.495   39.212  655.9   5.23
  33 728634.0  -124.509   39.240  651.5   5.21
  33 728634.5  -124.522   39.266  656.2   5.22
  33 728635.0  -124.533   39.291  661.5   5.23
  33 728635.5  -124.541   39.318  659.7   5.21
  33 728636.0  -124.549   39.344  657.5   5.19
  33 728636.5  -124.558   39.368  654.3   5.20
  33 728637.0  -124.569   39.389  650.9   5.21
  33 728637.5  -124.580   39.410  656.3   5.22
  33 728638.0  -124.589   39.434  662.2   5.22
  33 728638.5  -124.595   39.459  657.2   5.21
  33 728639.0  -124.599   39.483  651.5   5.19
  33 728639.5  -124.604   39.501  652.8   5.20
  33 728640.0  -124.611   39.516  654.5   5.22
  33 728640.5  -124.621   39.530  658.1   5.23
  33 728641.0  -124.632   39.547  661.9   5.24
  33 728641.5  -124.640   39.565  662.0   5.24
  33 728642.0  -124.642   39.585  661.8   5.24
  33 728642.5  -124.639   39.600  657.3   5.23
  33 728643.0  -124.637   39.607  652.6   5.22
  33 728643.5  -124.639   39.606  653.8   5.22
  33 728644.0  -124.646   39.603  655.3   5.22
  33 728644.5  -124.656   39.600  657.6   5.22
  33 728645.0  -124.664   39.600  660.0   5.22
  33 728645.5  -124.669   39.598  659.4   5.21
  33 728646.0  -124.674   39.596  658.7   5.19
  33 728646.5  -124.683   39.596  659.6   5.20
  33 728647.0  -124.693   39.598  660.6   5.22
  33 728647.5  -124.702   39.601  658.2   5.19
  33 728648.0  -124.708   39.604  655.6   5.16
  33 728648.5  -124.710   39.606  656.7   5.17
  33 728649.0  -124.712   39.608  658.1   5.18
  33 728649.5  -124.714   39.611  657.7   5.17
  33 728650.0  -124.717   39.616  657.1   5.17
  33 728650.5  -124.719   39.621  656.0   5.18
  33 728651.0  -124.720   39.626  654.9   5.19
  33 728651.5  -124.722   39.631  655.6   5.18
  33 728652.0  -124.726   39.636  656.4   5.16
  33 728652.5  -124.730   39.644  655.5   5.15
  33 728653.0  -124.735   39.652  654.4   5.13
  33 728653.5  -124.738   39.659  652.8   5.12
  33 728654.0  -124.738   39.664  651.3   5.11
  33 728654.5  -124.737   39.669  654.0   5.11
  33 728655.0  -124.734   39.674  656.9   5.11
  33 728655.5  -124.731   39.681  653.3   5.12
  33 728656.0  -124.726   39.689  649.2   5.13
  33 728656.5  -124.719   39.698  648.7   5.13
  33 728657.0  -124.711   39.707  648.4   5.14
  33 728657.5  -124.702   39.717  655.0   5.19
  33 728658.0  -124.694   39.726  662.0   5.24
  33 728658.5  -124.688   39.735  664.1   5.25
  33 728659.0  -124.682   39.743  665.9   5.25
  33 728659.5  -124.676   39.752  669.4   5.29
  33 728660.0  -124.669   39.762  673.0   5.33
  33 728660.5  -124.659   39.775  671.9   5.33
  33 728661.0  -124.647   39.788  670.5   5.33
  33 728661.5  -124.633   39.800  671.0   5.31
  33 728662.0  -124.615   39.810  671.6   5.29
  33 728662.5  -124.592   39.818  670.8   5.30
  33 728663.0  -124.564   39.822  670.0   5.31
  33 728663.5  -124.534   39.821  669.5   5.31
  33 728664.0  -124.499   39.814  669.1   5.31
  33 728664.5  -124.459   39.802  669.1   5.30
  33 728665.0  -124.420   39.783  669.1   5.28
  33 728665.5  -124.388   39.759  675.2   5.34
  33 728666.0  -124.364   39.731  681.7   5.40
  33 728666.5  -124.345   39.700  681.4   5.39
  33 728667.0  -124.334   39.666  680.7   5.36
  33 728667.5  -124.330   39.631  678.4   5.36
  33 728668.0  -124.330   39.599  675.9   5.37
  33 728668.5  -124.330   39.574  677.8   5.38
  33 728669.0  -124.330   39.555  680.1   5.39
  33 728669.5  -124.334   39.537  678.4   5.35
  33 728670.0  -124.344   39.518  676.4   5.31
  33 728670.5  -124.359   39.498  676.4   5.31
  33 728671.0  -124.375   39.478  676.6   5.32
  33 728671.5  -124.394   39.461  674.3   5.33
  33 728672.0  -124.416   39.447  671.9   5.33
  33 728672.5  -124.441   39.435  673.1   5.33
  33 728673.0  -124.468   39.425  674.5   5.32
  33 728673.5  -124.494   39.412  668.7   5.26
  33 728674.0  -124.517   39.394  662.5   5.21
  33 728674.5  -124.539   39.368  666.9   5.20
  33 728675.0  -124.562   39.338  672.1   5.21
  33 728675.5  -124.588   39.308  668.7   5.20
  33 728676.0  -124.613   39.282  664.8   5.19
  33 728676.5  -124.637   39.261  661.6   5.15
  33 728677.0  -124.658   39.242  658.4   5.10
  33 728677.5  -124.680   39.220  658.2   5.10
