a	b	c	d	e	f	g	h	i	j
15	31	2	2	36	3	6	155	2	1
15	1	1	3	89	8	9	451	1	0
15	2	1	3	46	4	6	380	1	1
15	3	1	3	97	9	7	500	1	0
15	4	1	3	38	3	8	500	2	0
15	5	1	3	48	4	8	507	2	0
15	6	1	3	86	8	6	891	1	0
15	7	1	3	29	2	9	843	2	0
15	8	1	3	76	7	6	539	1	0
15	9	1	3	66	6	6	484	1	0
15	10	1	3	99	9	9	307	1	0
15	11	1	3	79	7	9	291	1	0
15	12	1	3	98	9	8	259	1	0
15	13	1	3	17	1	7	307	1	1
15	14	1	3	16	1	6	491	2	0
15	15	1	3	28	2	8	491	2	0
15	16	1	3	18	1	8	571	2	0
15	17	1	3	47	4	7	475	1	1
15	18	1	3	67	6	7	475	1	0
15	19	1	3	88	8	8	699	1	0
15	20	1	3	69	6	9	404	1	0
15	21	1	3	37	3	7	308	1	1
15	22	1	3	87	8	7	300	2	1
15	23	1	3	19	1	9	507	1	1
15	24	1	3	49	4	9	315	1	1
15	25	1	3	26	2	6	555	2	0
15	26	1	3	27	2	7	411	2	0
15	27	1	3	78	7	8	899	1	0
15	28	1	3	68	6	8	588	1	0
15	29	1	3	39	3	9	611	1	1
15	30	1	3	36	3	6	411	1	1
15	31	1	3	96	9	6	595	2	1
15	1	1	2	81	8	1	404	1	0
15	2	1	2	34	3	4	364	1	1
15	3	1	2	23	2	3	428	2	0
15	4	1	2	24	2	4	508	2	0
15	5	1	2	32	3	2	435	2	0
15	6	1	2	13	1	3	547	2	0
15	7	1	2	11	1	1	531	2	0
15	8	1	2	61	6	1	620	1	0
15	9	1	2	64	6	4	571	1	0
15	10	1	2	74	7	4	507	1	0
15	11	1	2	71	7	1	635	1	0
15	12	1	2	93	9	3	563	1	0
15	13	1	2	92	9	2	339	1	0
15	14	1	2	73	7	3	387	1	0
15	15	1	2	43	4	3	395	1	1
15	16	1	2	12	1	2	419	2	0
15	17	1	2	83	8	3	411	1	0
15	18	1	2	22	2	2	619	2	0
15	19	1	2	82	8	2	924	1	0
15	20	1	2	62	6	2	596	1	0
15	21	1	2	91	9	1	396	1	0
15	22	1	2	33	3	3	283	1	1
15	23	1	2	41	4	1	475	1	1
15	24	1	2	84	8	4	907	1	0
15	25	1	2	63	6	3	580	1	0
15	26	1	2	94	9	4	539	1	0
15	27	1	2	42	4	2	635	2	0
15	28	1	2	44	4	4	587	2	0
15	29	1	2	14	1	4	739	2	0
15	30	1	2	31	3	1	803	2	0
15	31	1	2	21	2	1	691	2	0
15	1	1	5	74	7	4	444	1	0
15	2	1	5	72	7	2	451	1	0
15	3	1	5	83	8	3	507	1	0
15	4	1	5	92	9	2	371	1	0
15	5	1	5	63	6	3	748	1	0
15	6	1	5	17	1	7	635	2	0
15	7	1	5	16	1	6	835	2	0
15	8	1	5	27	2	7	531	2	0
15	9	1	5	38	3	8	731	2	0
15	10	1	5	73	7	3	979	1	0
15	11	1	5	94	9	4	483	1	0
15	12	1	5	81	8	1	515	1	0
15	13	1	5	49	4	9	539	2	0
15	14	1	5	36	3	6	644	2	0
15	15	1	5	84	8	4	756	1	0
15	16	1	5	29	2	9	524	2	0
15	17	1	5	71	7	1	1035	1	0
15	18	1	5	19	1	9	851	1	1
15	19	1	5	46	4	6	1196	2	0
15	20	1	5	61	6	1	691	2	1
15	21	1	5	91	9	1	451	1	0
15	22	1	5	64	6	4	427	1	0
15	23	1	5	93	9	3	331	1	0
15	24	1	5	28	2	8	347	1	1
15	25	1	5	26	2	6	539	2	0
15	26	1	5	18	1	8	531	1	1
15	27	1	5	62	6	2	595	1	0
15	28	1	5	47	4	7	515	2	0
15	29	1	5	82	8	2	403	2	1
15	30	1	5	37	3	7	692	2	0
15	31	1	5	39	3	9	692	2	0
15	1	1	4	32	3	2	483	2	0
15	2	1	4	67	6	7	491	1	0
15	3	1	4	68	6	8	555	1	0
15	4	1	4	98	9	8	443	1	0
15	5	1	4	66	6	6	483	1	0
15	6	1	4	11	1	1	539	2	0
15	7	1	4	22	2	2	603	2	0
15	8	1	4	76	7	6	515	1	0
15	9	1	4	34	3	4	619	2	0
15	10	1	4	78	7	8	628	1	0
15	11	1	4	97	9	7	460	1	0
15	12	1	4	99	9	9	428	1	0
15	13	1	4	69	6	9	548	1	0
15	14	1	4	13	1	3	548	2	0
15	15	1	4	43	4	3	651	1	1
15	16	1	4	79	7	9	531	1	0
15	17	1	4	41	4	1	524	2	0
15	18	1	4	87	8	7	995	1	0
15	19	1	4	33	3	3	691	2	0
15	20	1	4	88	8	8	499	1	0
15	21	1	4	96	9	6	531	1	0
15	22	1	4	86	8	6	363	1	0
15	23	1	4	31	3	1	539	2	0
15	24	1	4	23	2	3	523	2	0
15	25	1	4	21	2	1	435	1	1
15	26	1	4	24	2	4	555	2	0
15	27	1	4	44	4	4	731	2	0
15	28	1	4	12	1	2	652	2	0
15	29	1	4	77	7	7	620	1	0
15	30	1	4	14	1	4	436	2	0
15	31	1	4	89	8	9	659	1	0
15	1	1	1	87	8	7	411	1	0
15	2	1	1	24	2	4	531	1	1
15	3	1	1	84	8	4	283	1	0
15	4	1	1	32	3	2	211	1	1
15	5	1	1	48	4	8	395	2	0
15	6	1	1	86	8	6	363	1	0
15	7	1	1	67	6	7	395	1	0
15	8	1	1	62	6	2	539	1	0
15	9	1	1	77	7	7	411	1	0
15	10	1	1	97	9	7	428	1	0
15	11	1	1	47	4	7	324	1	1
15	12	1	1	12	1	2	692	2	0
15	13	1	1	19	1	9	524	2	0
15	14	1	1	36	3	6	515	2	0
15	15	1	1	22	2	2	596	2	0
15	16	1	1	42	4	2	523	2	0
15	17	1	1	34	3	4	459	2	0
15	18	1	1	92	9	2	499	1	0
15	19	1	1	93	9	3	411	1	0
15	20	1	1	21	2	1	563	2	0
15	21	1	1	78	7	8	371	1	0
15	22	1	1	76	7	6	355	1	0
15	23	1	1	74	7	4	523	1	0
15	24	1	1	37	3	7	459	2	0
15	25	1	1	41	4	1	595	2	0
15	26	1	1	68	6	8	475	1	0
15	27	1	1	88	8	8	379	1	0
15	28	1	1	26	2	6	292	1	1
15	29	1	1	61	6	1	388	2	1
15	30	1	1	31	3	1	348	1	1
15	31	1	1	14	1	4	308	1	1
15	32	1	1	71	7	1	507	1	0
15	33	1	1	72	7	2	555	1	0
15	34	1	1	27	2	7	556	1	1
15	35	1	1	91	9	1	595	1	0
15	36	1	1	38	3	8	515	2	0
15	37	1	1	66	6	6	1347	1	0
15	38	1	1	64	6	4	603	1	0
15	39	1	1	33	3	3	707	2	0
15	40	1	1	11	1	1	555	2	0
15	41	1	1	18	1	8	459	2	0
15	42	1	1	69	6	9	715	1	0
15	43	1	1	39	3	9	475	2	0
15	44	1	1	83	8	3	539	1	0
15	45	1	1	94	9	4	436	1	0
15	46	1	1	96	9	6	484	1	0
15	47	1	1	82	8	2	428	1	0
15	48	1	1	23	2	3	619	2	0
15	49	1	1	99	9	9	523	2	1
15	50	1	1	29	2	9	420	1	1
15	51	1	1	89	8	9	403	1	0
15	52	1	1	16	1	6	331	1	1
15	53	1	1	13	1	3	347	2	0
15	54	1	1	63	6	3	411	2	1
15	55	1	1	49	4	9	947	2	0
15	56	1	1	81	8	1	587	1	0
15	57	1	1	43	4	3	379	1	1
15	58	1	1	44	4	4	763	2	0
15	59	1	1	46	4	6	715	1	1
15	60	1	1	17	1	7	603	2	0
15	61	1	1	73	7	3	611	1	0
15	62	1	1	28	2	8	700	2	0
15	63	1	1	98	9	8	524	1	0
16	1	2	5	84	8	4	995	2	0
16	2	2	5	92	9	2	883	2	0
16	3	2	5	81	8	1	723	2	0
16	4	2	5	39	3	9	1020	1	0
16	5	2	5	16	1	6	1068	2	1
16	6	2	5	61	6	1	2652	2	0
16	7	2	5	47	4	7	668	1	0
16	8	2	5	19	1	9	804	1	0
16	9	2	5	48	4	8	811	1	0
16	10	2	5	83	8	3	828	2	0
16	11	2	5	63	6	3	683	1	1
16	12	2	5	26	2	6	1219	1	0
16	13	2	5	91	9	1	763	2	0
16	14	2	5	28	2	8	1684	1	0
16	15	2	5	94	9	4	836	2	0
16	16	2	5	71	7	1	1340	2	0
16	17	2	5	72	7	2	828	2	0
16	18	2	5	27	2	7	1364	1	0
16	19	2	5	46	4	6	2131	1	0
16	20	2	5	82	8	2	659	2	0
16	21	2	5	37	3	7	852	1	0
16	22	2	5	38	3	8	979	1	0
16	23	2	5	17	1	7	603	1	0
16	24	2	5	64	6	4	604	2	0
16	25	2	5	18	1	8	932	1	0
16	26	2	5	74	7	4	1044	2	0
16	27	2	5	62	6	2	716	2	0
16	28	2	5	73	7	3	756	2	0
16	29	2	5	93	9	3	740	2	0
16	30	2	5	49	4	9	739	1	0
16	31	2	5	36	3	6	963	1	0
16	1	2	4	77	7	7	668	1	0
16	2	2	4	41	4	1	812	2	0
16	3	2	4	13	1	3	1036	2	0
16	4	2	4	44	4	4	860	2	0
16	5	2	4	78	7	8	563	1	0
16	6	2	4	24	2	4	659	2	0
16	7	2	4	33	3	3	747	2	0
16	8	2	4	23	2	3	651	2	0
16	9	2	4	86	8	6	643	1	0
16	10	2	4	21	2	1	579	2	0
16	11	2	4	14	1	4	1356	2	0
16	12	2	4	99	9	9	564	1	0
16	13	2	4	96	9	6	884	1	0
16	14	2	4	88	8	8	924	1	0
16	15	2	4	98	9	8	740	1	0
16	16	2	4	68	6	8	1228	1	0
16	17	2	4	69	6	9	619	1	0
16	18	2	4	43	4	3	795	2	0
16	19	2	4	34	3	4	643	2	0
16	20	2	4	22	2	2	707	2	0
16	21	2	4	67	6	7	683	1	0
16	22	2	4	32	3	2	675	2	0
16	23	2	4	97	9	7	635	1	0
16	24	2	4	42	4	2	628	2	0
16	25	2	4	66	6	6	597	1	0
16	26	2	4	87	8	7	748	1	0
16	27	2	4	79	7	9	764	1	0
16	28	2	4	76	7	6	860	1	0
16	29	2	4	11	1	1	580	2	0
16	30	2	4	31	3	1	675	2	0
16	31	2	4	12	1	2	683	2	0
16	1	2	1	67	6	7	748	1	0
16	2	2	1	89	8	9	788	1	0
16	3	2	1	64	6	4	644	2	0
16	4	2	1	63	6	3	805	2	0
16	5	2	1	94	9	4	580	2	0
16	6	2	1	81	8	1	612	2	0
16	7	2	1	44	4	4	1171	2	0
16	8	2	1	92	9	2	595	2	0
16	9	2	1	49	4	9	739	1	0
16	10	2	1	34	3	4	811	2	0
16	11	2	1	28	2	8	715	1	0
16	12	2	1	48	4	8	747	1	0
16	13	2	1	84	8	4	603	2	0
16	14	2	1	46	4	6	908	1	0
16	15	2	1	71	7	1	788	2	0
16	16	2	1	29	2	9	644	1	0
16	17	2	1	96	9	6	748	1	0
16	18	2	1	42	4	2	581	2	0
16	19	2	1	11	1	1	780	1	1
16	20	2	1	61	6	1	875	2	0
16	21	2	1	22	2	2	1259	2	0
16	22	2	1	88	8	8	1091	2	1
16	23	2	1	83	8	3	1843	2	0
16	24	2	1	39	3	9	595	1	0
16	25	2	1	87	8	7	955	1	0
16	26	2	1	14	1	4	636	2	0
16	27	2	1	21	2	1	596	2	0
16	28	2	1	98	9	8	1164	1	0
16	29	2	1	13	1	3	1341	2	0
16	30	2	1	37	3	7	707	1	0
16	31	2	1	27	2	7	2051	1	0
16	32	2	1	38	3	8	835	1	0
16	33	2	1	62	6	2	1123	2	0
16	34	2	1	24	2	4	1171	2	0
16	35	2	1	78	7	8	820	1	0
16	36	2	1	16	1	6	1236	1	0
16	37	2	1	77	7	7	1612	1	0
16	38	2	1	17	1	7	692	1	0
16	39	2	1	74	7	4	588	2	0
16	40	2	1	41	4	1	699	2	0
16	41	2	1	72	7	2	1140	2	0
16	42	2	1	23	2	3	723	2	0
16	43	2	1	47	4	7	739	1	0
16	44	2	1	86	8	6	755	1	0
16	45	2	1	36	3	6	491	1	0
16	46	2	1	43	4	3	580	2	0
16	47	2	1	33	3	3	500	2	0
16	48	2	1	82	8	2	620	2	0
16	49	2	1	73	7	3	508	2	0
16	50	2	1	76	7	6	948	1	0
16	51	2	1	97	9	7	676	1	0
16	52	2	1	66	6	6	675	1	0
16	53	2	1	32	3	2	731	2	0
16	54	2	1	91	9	1	627	2	0
16	55	2	1	12	1	2	627	2	0
16	56	2	1	93	9	3	660	2	0
16	57	2	1	68	6	8	715	1	0
16	58	2	1	69	6	9	787	1	0
16	59	2	1	19	1	9	691	1	0
16	60	2	1	79	7	9	596	1	0
16	61	2	1	99	9	9	644	1	0
16	62	2	1	26	2	6	1228	1	0
16	63	2	1	18	1	8	676	1	0
16	1	2	2	26	2	6	652	1	0
16	2	2	2	37	3	7	731	1	0
16	3	2	2	46	4	6	835	1	0
16	4	2	2	17	1	7	763	1	0
16	5	2	2	31	3	1	1379	2	0
16	6	2	2	18	1	8	971	1	0
16	7	2	2	12	1	2	708	2	0
16	8	2	2	13	1	3	605	2	0
16	9	2	2	38	3	8	564	1	0
16	10	2	2	24	2	4	1012	2	0
16	11	2	2	43	4	3	684	2	0
16	12	2	2	44	4	4	636	1	1
16	13	2	2	39	3	9	1211	1	0
16	14	2	2	11	1	1	699	2	0
16	15	2	2	19	1	9	883	1	0
16	16	2	2	21	2	1	939	2	0
16	17	2	2	47	4	7	651	2	1
16	18	2	2	27	2	7	643	1	0
16	19	2	2	23	2	3	780	2	0
16	20	2	2	16	1	6	660	1	0
16	21	2	2	48	4	8	749	1	0
16	22	2	2	49	4	9	796	1	0
16	23	2	2	14	1	4	908	2	0
16	24	2	2	28	2	8	700	1	0
16	25	2	2	34	3	4	643	2	0
16	26	2	2	32	3	2	875	2	0
16	27	2	2	42	4	2	531	2	0
16	28	2	2	29	2	9	691	1	0
16	29	2	2	36	3	6	1419	1	0
16	30	2	2	22	2	2	1123	2	0
16	31	2	2	33	3	3	812	2	0
16	1	2	3	61	6	1	587	2	0
16	2	2	3	74	7	4	667	2	0
16	3	2	3	94	9	4	507	2	0
16	4	2	3	89	8	9	667	1	0
16	5	2	3	98	9	8	1091	1	0
16	6	2	3	64	6	4	1659	2	0
16	7	2	3	91	9	1	724	1	1
16	8	2	3	99	9	9	1068	1	0
16	9	2	3	93	9	3	644	2	0
16	10	2	3	73	7	3	788	2	0
16	11	2	3	83	8	3	1069	2	0
16	12	2	3	92	9	2	771	2	0
16	13	2	3	68	6	8	3059	1	0
16	14	2	3	66	6	6	859	1	0
16	15	2	3	82	8	2	1003	2	0
16	16	2	3	67	6	7	804	1	0
16	17	2	3	62	6	2	724	2	0
16	18	2	3	78	7	8	644	1	0
16	19	2	3	63	6	3	644	2	0
16	20	2	3	77	7	7	828	1	0
16	21	2	3	72	7	2	660	2	0
16	22	2	3	86	8	6	739	1	0
16	23	2	3	96	9	6	1196	1	0
16	24	2	3	97	9	7	907	1	0
16	25	2	3	84	8	4	1171	2	0
16	26	2	3	81	8	1	683	2	0
16	27	2	3	76	7	6	868	1	0
16	28	2	3	69	6	9	708	1	0
16	29	2	3	79	7	9	948	1	0
16	30	2	3	87	8	7	612	1	0
16	31	2	3	88	8	8	580	1	0
16	1	1	3	78	7	8	827	1	0
16	2	1	3	89	8	9	572	1	0
16	3	1	3	19	1	9	572	2	0
16	4	1	3	17	1	7	652	2	0
16	5	1	3	97	9	7	452	1	0
16	6	1	3	27	2	7	1172	2	0
16	7	1	3	67	6	7	532	1	0
16	8	1	3	18	1	8	411	2	0
16	9	1	3	26	2	6	587	1	1
16	10	1	3	39	3	9	659	2	0
16	11	1	3	38	3	8	451	2	0
16	12	1	3	37	3	7	451	2	0
16	13	1	3	88	8	8	555	1	0
16	14	1	3	66	6	6	555	1	0
16	15	1	3	98	9	8	548	1	0
16	16	1	3	47	4	7	708	2	0
16	17	1	3	29	2	9	612	2	0
16	18	1	3	96	9	6	692	1	0
16	19	1	3	86	8	6	612	1	0
16	20	1	3	36	3	6	692	2	0
16	21	1	3	48	4	8	724	2	0
16	22	1	3	77	7	7	771	1	0
16	23	1	3	46	4	6	1179	2	0
16	24	1	3	99	9	9	787	1	0
16	25	1	3	76	7	6	707	1	0
16	26	1	3	87	8	7	643	1	0
16	27	1	3	49	4	9	595	2	0
16	28	1	3	16	1	6	908	2	0
16	29	1	3	68	6	8	701	1	0
16	30	1	3	79	7	9	2396	1	0
16	31	1	3	69	6	9	828	1	0
16	1	1	2	92	9	2	627	1	0
16	2	1	2	43	4	3	700	2	0
16	3	1	2	84	8	4	596	1	0
16	4	1	2	23	2	3	941	2	0
16	5	1	2	14	1	4	940	2	0
16	6	1	2	41	4	1	836	2	0
16	7	1	2	63	6	3	556	1	0
16	8	1	2	74	7	4	659	1	0
16	9	1	2	71	7	1	675	1	0
16	10	1	2	83	8	3	643	1	0
16	11	1	2	72	7	2	451	1	0
16	12	1	2	62	6	2	499	1	0
16	13	1	2	73	7	3	563	1	0
16	14	1	2	21	2	1	508	2	0
16	15	1	2	93	9	3	644	1	0
16	16	1	2	13	1	3	652	2	0
16	17	1	2	22	2	2	588	2	0
16	18	1	2	33	3	3	812	2	0
16	19	1	2	44	4	4	645	2	0
16	20	1	2	31	3	1	596	2	0
16	21	1	2	64	6	4	596	1	0
16	22	1	2	11	1	1	603	2	0
16	23	1	2	42	4	2	939	2	0
16	24	1	2	91	9	1	611	1	0
16	25	1	2	94	9	4	507	1	0
16	26	1	2	24	2	4	643	2	0
16	27	1	2	32	3	2	611	2	0
16	28	1	2	82	8	2	716	1	0
16	29	1	2	81	8	1	556	1	0
16	30	1	2	61	6	1	828	1	0
16	31	1	2	12	1	2	916	2	0
16	1	1	5	28	2	8	635	2	0
16	2	1	5	93	9	3	555	1	0
16	3	1	5	81	8	1	1019	1	0
16	4	1	5	73	7	3	1267	1	0
16	5	1	5	94	9	4	931	1	0
16	6	1	5	64	6	4	644	2	1
16	7	1	5	83	8	3	628	1	0
16	8	1	5	16	1	6	572	2	0
16	9	1	5	29	2	9	564	2	0
16	10	1	5	72	7	2	668	1	0
16	11	1	5	62	6	2	747	1	0
16	12	1	5	48	4	8	780	2	0
16	13	1	5	63	6	3	651	1	0
16	14	1	5	39	3	9	603	2	0
16	15	1	5	37	3	7	667	2	0
16	16	1	5	27	2	7	603	2	0
16	17	1	5	36	3	6	675	2	0
16	18	1	5	46	4	6	852	2	0
16	19	1	5	49	4	9	484	2	0
16	20	1	5	19	1	9	620	2	0
16	21	1	5	47	4	7	564	2	0
16	22	1	5	71	7	1	692	1	0
16	23	1	5	18	1	8	828	2	0
16	24	1	5	91	9	1	620	1	0
16	25	1	5	82	8	2	667	1	0
16	26	1	5	26	2	6	907	1	1
16	27	1	5	61	6	1	491	2	1
16	28	1	5	38	3	8	1508	2	0
16	29	1	5	17	1	7	891	2	0
16	30	1	5	84	8	4	1043	1	0
16	31	1	5	74	7	4	1916	1	0
16	1	1	4	14	1	4	523	2	0
16	2	1	4	67	6	7	619	1	0
16	3	1	4	66	6	6	612	1	0
16	4	1	4	31	3	1	595	2	0
16	5	1	4	76	7	6	524	1	0
16	6	1	4	43	4	3	836	2	0
16	7	1	4	33	3	3	612	2	0
16	8	1	4	79	7	9	556	1	0
16	9	1	4	24	2	4	644	2	0
16	10	1	4	99	9	9	596	1	0
16	11	1	4	23	2	3	548	2	0
16	12	1	4	69	6	9	660	1	0
16	13	1	4	22	2	2	539	2	0
16	14	1	4	41	4	1	619	2	0
16	15	1	4	42	4	2	523	2	0
16	16	1	4	21	2	1	707	2	0
16	17	1	4	87	8	7	931	1	0
16	18	1	4	88	8	8	499	1	0
16	19	1	4	44	4	4	732	2	0
16	20	1	4	96	9	6	668	1	0
16	21	1	4	77	7	7	700	1	0
16	22	1	4	12	1	2	852	2	0
16	23	1	4	68	6	8	620	1	0
16	24	1	4	97	9	7	644	1	0
16	25	1	4	13	1	3	804	2	0
16	26	1	4	32	3	2	819	2	0
16	27	1	4	89	8	9	683	1	0
16	28	1	4	11	1	1	715	2	0
16	29	1	4	86	8	6	611	1	0
16	30	1	4	78	7	8	651	2	1
16	31	1	4	98	9	8	619	1	0
16	1	1	1	66	6	6	684	1	0
16	2	1	1	77	7	7	660	1	0
16	3	1	1	86	8	6	691	1	0
16	4	1	1	42	4	2	875	2	0
16	5	1	1	82	8	2	619	1	0
16	6	1	1	72	7	2	899	1	0
16	7	1	1	89	8	9	667	1	0
16	8	1	1	97	9	7	651	1	0
16	9	1	1	87	8	7	603	1	0
16	10	1	1	63	6	3	700	1	0
16	11	1	1	27	2	7	636	2	0
16	12	1	1	74	7	4	1077	1	0
16	13	1	1	26	2	6	2676	2	0
16	14	1	1	67	6	7	555	1	0
16	15	1	1	71	7	1	715	1	0
16	16	1	1	91	9	1	819	1	0
16	17	1	1	36	3	6	643	2	0
16	18	1	1	81	8	1	643	1	0
16	19	1	1	17	1	7	723	2	0
16	20	1	1	73	7	3	635	1	0
16	21	1	1	92	9	2	836	1	0
16	22	1	1	46	4	6	724	2	0
16	23	1	1	79	7	9	1052	1	0
16	24	1	1	44	4	4	709	2	0
16	25	1	1	93	9	3	628	1	0
16	26	1	1	62	6	2	604	1	0
16	27	1	1	14	1	4	715	2	0
16	28	1	1	33	3	3	547	2	0
16	29	1	1	31	3	1	507	2	0
16	30	1	1	18	1	8	515	2	0
16	31	1	1	98	9	8	667	1	0
16	32	1	1	78	7	8	555	1	0
16	33	1	1	96	9	6	507	1	0
16	34	1	1	39	3	9	668	2	0
16	35	1	1	23	2	3	708	2	0
16	36	1	1	64	6	4	692	1	0
16	37	1	1	47	4	7	884	2	0
16	38	1	1	24	2	4	596	2	0
16	39	1	1	28	2	8	1317	2	0
16	40	1	1	48	4	8	732	2	0
16	41	1	1	29	2	9	1091	2	0
16	42	1	1	38	3	8	651	1	1
16	43	1	1	43	4	3	1067	2	0
16	44	1	1	83	8	3	1035	1	0
16	45	1	1	69	6	9	507	1	0
16	46	1	1	32	3	2	684	2	0
16	47	1	1	41	4	1	628	2	0
16	48	1	1	49	4	9	476	2	0
16	49	1	1	34	3	4	532	2	0
16	50	1	1	61	6	1	892	1	0
16	51	1	1	76	7	6	820	1	0
16	52	1	1	68	6	8	476	1	0
16	53	1	1	84	8	4	571	1	0
16	54	1	1	11	1	1	668	2	0
16	55	1	1	13	1	3	507	2	0
16	56	1	1	88	8	8	659	1	0
16	57	1	1	16	1	6	779	2	0
16	58	1	1	12	1	2	571	2	0
16	59	1	1	99	9	9	787	1	0
16	60	1	1	22	2	2	1308	2	0
16	61	1	1	94	9	4	484	1	0
16	62	1	1	37	3	7	780	2	0
16	63	1	1	21	2	1	708	2	0
16	1	2	3	89	8	9	627	1	0
16	2	2	3	88	8	8	763	1	0
16	3	2	3	62	6	2	683	2	0
16	4	2	3	87	8	7	684	2	1
16	5	2	3	81	8	1	1067	1	1
16	6	2	3	98	9	8	1107	1	0
16	7	2	3	99	9	9	924	1	0
16	8	2	3	93	9	3	676	2	0
16	9	2	3	67	6	7	580	1	0
16	10	2	3	92	9	2	700	2	0
16	11	2	3	76	7	6	604	1	0
16	12	2	3	83	8	3	643	2	0
16	13	2	3	84	8	4	771	2	0
16	14	2	3	79	7	9	523	1	0
16	15	2	3	86	8	6	523	2	1
16	16	2	3	97	9	7	531	1	0
16	17	2	3	73	7	3	619	2	0
16	18	2	3	94	9	4	644	2	0
16	19	2	3	68	6	8	483	1	0
16	20	2	3	63	6	3	572	2	0
16	21	2	3	91	9	1	636	2	0
16	22	2	3	69	6	9	628	1	0
16	23	2	3	78	7	8	444	1	0
16	24	2	3	71	7	1	652	2	0
16	25	2	3	77	7	7	660	1	0
16	26	2	3	74	7	4	548	2	0
16	27	2	3	96	9	6	515	1	0
16	28	2	3	82	8	2	939	2	0
16	29	2	3	64	6	4	755	2	0
16	30	2	3	66	6	6	795	1	0
16	31	2	3	61	6	1	627	2	0
16	1	2	2	49	4	9	571	1	0
16	2	2	2	11	1	1	651	2	0
16	3	2	2	46	4	6	691	1	0
16	4	2	2	43	4	3	595	2	0
16	5	2	2	37	3	7	860	1	0
16	6	2	2	44	4	4	660	2	0
16	7	2	2	13	1	3	644	2	0
16	8	2	2	21	2	1	637	2	0
16	9	2	2	42	4	2	700	2	0
16	10	2	2	29	2	9	1004	1	0
16	11	2	2	28	2	8	1364	1	0
16	12	2	2	47	4	7	1371	1	0
16	13	2	2	22	2	2	651	2	0
16	14	2	2	18	1	8	1003	1	0
16	15	2	2	17	1	7	555	1	0
16	16	2	2	48	4	8	443	1	0
16	17	2	2	39	3	9	531	1	0
16	18	2	2	31	3	1	684	2	0
16	19	2	2	33	3	3	972	2	0
16	20	2	2	36	3	6	876	1	0
16	21	2	2	16	1	6	701	1	0
16	22	2	2	27	2	7	611	1	0
16	23	2	2	41	4	1	676	2	0
16	24	2	2	24	2	4	507	2	0
16	25	2	2	23	2	3	747	2	0
16	26	2	2	14	1	4	795	2	0
16	27	2	2	26	2	6	723	1	0
16	28	2	2	12	1	2	939	2	0
16	29	2	2	32	3	2	619	2	0
16	30	2	2	34	3	4	980	2	0
16	31	2	2	38	3	8	756	1	0
16	1	2	5	92	9	2	891	2	0
16	2	2	5	82	8	2	691	2	0
16	3	2	5	37	3	7	627	1	0
16	4	2	5	84	8	4	755	2	0
16	5	2	5	93	9	3	859	2	0
16	6	2	5	18	1	8	731	1	0
16	7	2	5	71	7	1	732	2	0
16	8	2	5	36	3	6	804	1	0
16	9	2	5	91	9	1	668	2	0
16	10	2	5	64	6	4	524	1	1
16	11	2	5	72	7	2	1420	2	0
16	12	2	5	94	9	4	32	2	0
16	13	2	5	48	4	8	3000	1	0
16	14	2	5	73	7	3	971	2	0
16	15	2	5	83	8	3	643	2	0
16	16	2	5	28	2	8	835	1	0
16	17	2	5	38	3	8	835	1	0
16	18	2	5	39	3	9	924	1	0
16	19	2	5	26	2	6	948	1	0
16	20	2	5	16	1	6	740	1	0
16	21	2	5	46	4	6	812	1	0
16	22	2	5	61	6	1	1028	2	0
16	23	2	5	49	4	9	1443	1	0
16	24	2	5	19	1	9	611	1	0
16	25	2	5	17	1	7	572	1	0
16	26	2	5	47	4	7	611	1	0
16	27	2	5	29	2	9	579	1	0
16	28	2	5	81	8	1	643	2	0
16	29	2	5	74	7	4	739	2	0
16	30	2	5	62	6	2	892	2	0
16	31	2	5	63	6	3	1188	2	0
16	1	2	4	77	7	7	707	1	0
16	2	2	4	24	2	4	675	2	0
16	3	2	4	98	9	8	884	1	0
16	4	2	4	67	6	7	1027	1	0
16	5	2	4	12	1	2	4747	2	0
16	6	2	4	96	9	6	1468	1	0
16	7	2	4	89	8	9	2339	1	0
16	8	2	4	88	8	8	803	1	0
16	9	2	4	31	3	1	2867	2	0
16	10	2	4	23	2	3	3188	2	0
16	11	2	4	99	9	9	1340	1	0
16	12	2	4	11	1	1	564	2	0
16	13	2	4	22	2	2	644	2	0
16	14	2	4	32	3	2	540	2	0
16	15	2	4	69	6	9	667	1	0
16	16	2	4	86	8	6	603	1	0
16	17	2	4	43	4	3	523	2	0
16	18	2	4	66	6	6	579	1	0
16	19	2	4	44	4	4	987	2	0
16	20	2	4	21	2	1	643	2	0
16	21	2	4	34	3	4	467	2	0
16	22	2	4	68	6	8	508	1	0
16	23	2	4	41	4	1	541	2	0
16	24	2	4	78	7	8	572	1	0
16	25	2	4	79	7	9	668	1	0
16	26	2	4	87	8	7	756	1	0
16	27	2	4	13	1	3	588	2	0
16	28	2	4	76	7	6	716	1	0
16	29	2	4	33	3	3	587	2	0
16	30	2	4	42	4	2	539	2	0
16	31	2	4	14	1	4	627	2	0
16	1	2	1	12	1	2	652	2	0
16	2	2	1	73	7	3	717	2	0
16	3	2	1	86	8	6	564	1	0
16	4	2	1	49	4	9	708	1	0
16	5	2	1	68	6	8	532	1	0
16	6	2	1	94	9	4	708	2	0
16	7	2	1	11	1	1	587	2	0
16	8	2	1	23	2	3	635	2	0
16	9	2	1	44	4	4	771	2	0
